Content,EventTemplate,Dataset,Category
"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>"", ""<NSLayoutConstraint:0x7f8efb89aac0 H:|-(14)-[NSImageView:0x7f8efb89d5d0]   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8f071a6c20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8efb89d8a0 H:[NSImageView:0x7f8efb89d5d0]-(10)-[NSTextField:0x7f8efb89d250]>"", ""<NSLayoutConstraint:0x7f8efb8980e0 H:[NSTextField:0x7f8efb89e7a0]-(14)-|   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8efb89ba20 H:[NSTextField:0x7f8efb89d250]-(>=NSSpace(8))-[NSTextField:0x7f8efb89e7a0]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.","Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>] (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-| (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",Mac,SeenTemplate
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""<*>"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".",Mac,SeenTemplate
(DiskStore.Normal:2382) 20cb04f 1.000086,(DiskStore.Normal:<*>) <*> <*>,Mac,SeenTemplate
Unrecognized XSSimpleTypeDefinition: OneOff,Unrecognized XSSimpleTypeDefinition: OneOff,Mac,SeenTemplate
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,SeenTemplate
2017-07-07 10:54:41.875 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x100365950 productID=com.google.Chrome version=59.0.3071.115 xc=<KSPathExistenceChecker:0x10036e950 path=/Applications/Google Chrome.app> serverType=Omaha url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:18 tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion cohort=1:1y5: cohortName=Stable ticketVersion=1 > )} Using server: <KSOmahaServer:0x100243f20 engine=<KSUpdateEngine:0x1007161b0> >,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> serverType=Omaha url=<*> creationDate=<*>-<*>-<*> <*>:<*>:<*> tagPath=<*> tagKey=KSChannelID brandPath=<*> brandKey=KSBrandID versionPath=<*> versionKey=KSVersion cohort=<*>:<*>: cohortName=Stable ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*> >,Mac,SeenTemplate
Session 101800 destroyed,Session <*> destroyed,Mac,SeenTemplate
Sandbox: QQ(10018) deny(1) mach-lookup com.apple.networking.captivenetworksupport,Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>,Mac,SeenTemplate
"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] libnetcore-583.50.1 0   libsystem_network.dylib             0x00007fff92fabde9 __nw_create_backtrace_string + 123 1   libsystem_network.dylib             0x00007fff92fc289f nw_path_evaluator_start_helper_connection + 196 2   libdispatch.dylib                   0x00007fff980fa93d _dispatch_call_block_and_release + 12 3   libdispatch.dylib                   0x00007fff980ef40b _dispatch_client_callout + 8 4   libdispatch.dylib                   0x00007fff980f403b _dispatch_queue_drain + 754 5   libdispatch.dylib                   0x00007fff980fa707 _dispatch_queue_invoke + 549 6   libdispatch.dylib                   0x00007fff980f2d53 _dispatch_root_queue_drain + 538 7   libdispatch.dylib                   0x00007fff980f2b00 _dispatch_worker_thread3 + 91 8   libsystem_pthread.dylib             0x00007fff8ebc44de _pthread_wqthread + 1129 9   libsystem_pthread.dylib             0x00007fff8ebc2341 start_wqthread + 13","nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>] libnetcore-<*> <*> libsystem_network.dylib <*> __nw_create_backtrace_string + <*> <*> libsystem_network.dylib <*> nw_path_evaluator_start_helper_connection + <*> <*> libdispatch.dylib <*> _dispatch_call_block_and_release + <*> <*> libdispatch.dylib <*> _dispatch_client_callout + <*> <*> libdispatch.dylib <*> _dispatch_queue_drain + <*> <*> libdispatch.dylib <*> _dispatch_queue_invoke + <*> <*> libdispatch.dylib <*> _dispatch_root_queue_drain + <*> <*> libdispatch.dylib <*> <*> + <*> <*> libsystem_pthread.dylib <*> _pthread_wqthread + <*> <*> libsystem_pthread.dylib <*> start_wqthread + <*>",Mac,SeenTemplate
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",Mac,SeenTemplate
full wake promotion (reason 1) 374 ms,full wake promotion (reason <*>) <*> ms,Mac,SeenTemplate
"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail","[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-<*>.log>, it will probably fail",Mac,SeenTemplate
[21:22:43.147] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at  line 1921,[<*>:<*>:<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,Mac,SeenTemplate
<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec 1,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,Mac,SeenTemplate
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,SeenTemplate
21:58:33.765 ERROR:    177: timed out after 15.000s (0 0); mMajorChangePending=0,<*>:<*>:<*> ERROR: <*>: timed out after <*> (<*> <*>); mMajorChangePending=<*>,Mac,SeenTemplate
efi pagecount 72,efi pagecount <*>,Mac,SeenTemplate
Host controller terminated,Host controller terminated,Mac,SeenTemplate
[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,Mac,SeenTemplate
2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,Mac,SeenTemplate
"Arranged view frame: {{0, 0}, {260, 877}}","Arranged view frame: {{<*>, <*>}, {<*>, <*>}}",Mac,SeenTemplate
CCProfileMonitor::setStreamEventHandler,CCProfileMonitor::setStreamEventHandler,Mac,SeenTemplate
Telling CSI to go low power.,Telling CSI to go low power.,Mac,SeenTemplate
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,OpenSSH,SeenTemplate
Invalid user user from 103.99.0.122,Invalid user <*> from <*>,OpenSSH,SeenTemplate
input_userauth_request: invalid user user [preauth],input_userauth_request: invalid user <*> [preauth],OpenSSH,SeenTemplate
pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,OpenSSH,SeenTemplate
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,SeenTemplate
Failed password for invalid user webmaster from 173.234.31.186 port 39257 ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,OpenSSH,SeenTemplate
Failed password for root from 183.62.140.253 port 47936 ssh2,Failed password for <*> from <*> port <*> ssh2,OpenSSH,SeenTemplate
Disconnecting: Too many authentication failures for root [preauth],Disconnecting: Too many authentication failures for <*> [preauth],OpenSSH,SeenTemplate
PAM service(sshd) ignoring max retries; 5 > 3,PAM service(sshd) ignoring max retries; <*> > <*>,OpenSSH,SeenTemplate
Did not receive identification string from 103.207.39.212,Did not receive identification string from <*>,OpenSSH,SeenTemplate
Received disconnect from 103.207.39.212: 11: Closed due to user request. [preauth],Received disconnect from <*>: <*>: Closed due to user request. [preauth],OpenSSH,SeenTemplate
Failed none for invalid user 0 from 181.214.87.4 port 51889 ssh2,Failed none for invalid user <*> from <*> port <*> ssh2,OpenSSH,SeenTemplate
error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],error: Received disconnect from <*>: <*>: No more user authentication methods available. [preauth],OpenSSH,SeenTemplate
Accepted password for fztu from 119.137.62.142 port 49116 ssh2,Accepted password for <*> from <*> port <*> ssh2,OpenSSH,SeenTemplate
Received disconnect from 119.137.62.142: 11: disconnected by user,Received disconnect from <*>: <*>: disconnected by user,OpenSSH,SeenTemplate
pam_unix(sshd:session): session closed for user fztu,pam_unix(sshd:session): session closed for user <*>,OpenSSH,SeenTemplate
fatal: Write failed: Connection reset by peer [preauth],fatal: Write failed: Connection reset by peer [preauth],OpenSSH,SeenTemplate
[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Started (Lifecycle Event),[instance: <*>] VM Started (Lifecycle Event),OpenStack,SeenTemplate
[instance: 95960536-049b-41f6-9049-05fc479b6a7c] VM Paused (Lifecycle Event),[instance: <*>] VM Paused (Lifecycle Event),OpenStack,SeenTemplate
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,OpenStack,SeenTemplate
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking,OpenStack,SeenTemplate
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",OpenStack,SeenTemplate
Creating event network-vif-plugged:e3871ffd-5cd5-4287-bddd-3529f7b59515 for instance b9000564-fe1a-409b-b8cc-1e88b294cd1d,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>,OpenStack,SeenTemplate
"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5130808","<*> ""POST <*>"" status: <*> len: <*> time: <*>",OpenStack,SeenTemplate
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event),OpenStack,SeenTemplate
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 18.98 seconds to spawn the instance on the hypervisor.,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,OpenStack,SeenTemplate
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 20.31 seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.,OpenStack,SeenTemplate
Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Auditing locally available compute resources for node <*>,OpenStack,SeenTemplate
Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[],OpenStack,SeenTemplate
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d96a117b-0193-4549-bdcc-63b917273d1d HTTP/1.1"" status: 204 len: 203 time: 0.2549498","<*> ""DELETE <*>"" status: <*> len: <*> time: <*>",OpenStack,SeenTemplate
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Terminating instance,[instance: <*>] Terminating instance,OpenStack,SeenTemplate
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.,OpenStack,SeenTemplate
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,[instance: <*>] Deleting instance files <*>,OpenStack,SeenTemplate
[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Deletion of /var/lib/nova/instances/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4_del complete,[instance: <*>] Deletion of <*> complete,OpenStack,SeenTemplate
[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Took 0.48 seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.,OpenStack,SeenTemplate
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>,OpenStack,SeenTemplate
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>,OpenStack,SeenTemplate
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,OpenStack,SeenTemplate
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",OpenStack,SeenTemplate
"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total memory: 64172 MB, used: 512.00 MB","[instance: <*>] Total memory: <*> MB, used: <*> MB",OpenStack,SeenTemplate
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: <*>] memory limit: <*> MB, free: <*> MB",OpenStack,SeenTemplate
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] disk limit not specified, defaulting to unlimited","[instance: <*>] disk limit not specified, defaulting to unlimited",OpenStack,SeenTemplate
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU",OpenStack,SeenTemplate
"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited",OpenStack,SeenTemplate
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Claim successful,[instance: <*>] Claim successful,OpenStack,SeenTemplate
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Creating image,[instance: <*>] Creating image,OpenStack,SeenTemplate
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] VM Stopped (Lifecycle Event),[instance: <*>] VM Stopped (Lifecycle Event),OpenStack,SeenTemplate
Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,Running instance usage audit for host <*> from <*>-<*>-<*> <*>:<*>:<*> to <*>-<*>-<*> <*>:<*>:<*>. <*> instances.,OpenStack,SeenTemplate
The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.,The instance sync for host '<*>' did not match. Re-created its InstanceList.,OpenStack,SeenTemplate
"While synchronizing instance power states, found 1 instances in the database and 0 instances on the hypervisor.","While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor.",OpenStack,SeenTemplate
"Registered signal handlers for [TERM, HUP, INT]","Registered signal handlers for [TERM, HUP, INT]",Spark,SeenTemplate
"Changing view acls to: yarn,curi",Changing view acls to: <*>,Spark,SeenTemplate
"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)","SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)",Spark,SeenTemplate
Started reading broadcast variable 27,Started reading broadcast variable <*>,Spark,SeenTemplate
Successfully started service 'sparkExecutorActorSystem' on port 55904.,Successfully started service 'sparkExecutorActorSystem' on port <*>.,Spark,SeenTemplate
Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4,Created local directory at <*>,Spark,SeenTemplate
MemoryStore started with capacity 17.7 GB,MemoryStore started with capacity <*> GB,Spark,SeenTemplate
Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,Connecting to driver: spark://<*>,Spark,SeenTemplate
Successfully registered with driver,Successfully registered with driver,Spark,SeenTemplate
Server created on 40984,Server created on <*>,Spark,SeenTemplate
Trying to register BlockManager,Trying to register BlockManager,Spark,SeenTemplate
Got assigned task 1248,Got assigned task <*>,Spark,SeenTemplate
"Block rdd_42_22 stored as bytes in memory (estimated size 737.0 B, free 822.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark,SeenTemplate
Reading broadcast variable 21 took 11 ms,Reading broadcast variable <*> took <*> ms,Spark,SeenTemplate
Found block rdd_2_0 locally,Found block <*> locally,Spark,SeenTemplate
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:269804+7292,Input split: hdfs://<*>,Spark,SeenTemplate
"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",Spark,SeenTemplate
"Times: total = 42, boot = 16, init = 25, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark,SeenTemplate
File Output Committer Algorithm version is 1,File Output Committer Algorithm version is <*>,Spark,SeenTemplate
Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004,Saved output of task '<*>' to hdfs://<*>,Spark,SeenTemplate
attempt_201706092018_0024_m_000042_1127: Committed,<*>: Committed,Spark,SeenTemplate
(root) CMD (run-parts /etc/cron.hourly),(<*>) CMD (run-parts <*>),ThunderBird,SeenTemplate
data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [<*>] datasource,ThunderBird,SeenTemplate
[ib_sm_sweep.c:1455]: No topology change,[ib_sm_sweep.c:<*>]: No topology change,ThunderBird,SeenTemplate
connection lost: 'Connection closed.',connection lost: 'Connection closed.',ThunderBird,SeenTemplate
unable to qualify my own domain name (badmin1) -- using short name,unable to qualify my own domain name (<*>) -- using short name,ThunderBird,SeenTemplate
"jA9J1dQ7016560: from=root, size=1595423, class=0, nrcpts=1, msgid=<200511091901.jA9J1dQ7016560@aadmin1>, relay=#7#@localhost","<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=#<*>#@localhost",ThunderBird,SeenTemplate
"jA9JBWEr014256: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]","<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",ThunderBird,SeenTemplate
DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,DHCPDISCOVER from <*> via eth1: network A_net: no free leases,ThunderBird,SeenTemplate
START: tftp pid=16563 from=10.100.4.251,START: tftp pid=<*> from=<*>,ThunderBird,SeenTemplate
RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563319 when last update time is 1131563319 (minimum one second step),RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),ThunderBird,SeenTemplate
kernel time sync disabled 0041,kernel time sync disabled <*>,ThunderBird,SeenTemplate
(root) CMD (/projects/tbird/temps/get_temps a),(<*>) CMD (<*> <*>),ThunderBird,SeenTemplate
CentOS-4 (Kernel Module GPG key),CentOS-<*> (Kernel Module GPG key),ThunderBird,SeenTemplate
Processor [CPU0] (supports C1),Processor [<*>] (supports C1),ThunderBird,SeenTemplate
FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd6b0,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,ThunderBird,SeenTemplate
LAPIC (acpi_id[0x02] lapic_id[0x06] enabled),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),ThunderBird,SeenTemplate
INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl),INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl),ThunderBird,SeenTemplate
Physical Processor ID: 0,Physical Processor ID: <*>,ThunderBird,SeenTemplate
IRQ0 used by override.,<*> used by override.,ThunderBird,SeenTemplate
LAPIC_NMI (acpi_id[0x04] high edge lint[0x1]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),ThunderBird,SeenTemplate
Local APIC address 0xfee00000,Local APIC address <*>,ThunderBird,SeenTemplate
"PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.","PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>, disabled.",ThunderBird,SeenTemplate
PCI Interrupt Routing Table [\_SB_.PCI0._PRT],PCI Interrupt Routing Table [<*>],ThunderBird,SeenTemplate
Power Button (FF) [PWRF],Power Button (FF) [PWRF],ThunderBird,SeenTemplate
RSDP (v000 DELL ) @ 0x00000000000fd650,RSDP (<*> DELL ) @ <*>,ThunderBird,SeenTemplate
Processor ANSI SCSI revision: 02,Processor ANSI SCSI revision: <*>,ThunderBird,SeenTemplate
Using IOAPIC for interrupt routing,Using IOAPIC for interrupt routing,ThunderBird,SeenTemplate
Intel(R) Xeon(TM) CPU 3.60GHz stepping 03,Intel(R) Xeon(TM) CPU <*> stepping <*>,ThunderBird,SeenTemplate
L2 cache: 2048K,L2 cache: <*>,ThunderBird,SeenTemplate
mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode.,ThunderBird,SeenTemplate
"root=LABEL=/ initrd=/x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console=tty0 console=ttyS0,19200 fastboot BOOT_IMAGE=/x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr","<*>=LABEL=/ initrd=<*> console=<*> console=<*>,<*> fastboot BOOT_IMAGE=<*>",ThunderBird,SeenTemplate
Registered protocol family 1,Registered protocol family <*>,ThunderBird,SeenTemplate
Probing PCI hardware (bus 00),Probing PCI hardware (bus <*>),ThunderBird,SeenTemplate
Using MMCONFIG at e0000000,Using MMCONFIG at <*>,ThunderBird,SeenTemplate
Compressed image found at block 0,Compressed image found at block <*>,ThunderBird,SeenTemplate
Initializing.,Initializing.,ThunderBird,SeenTemplate
Registering netfilter hooks,Registering netfilter hooks,ThunderBird,SeenTemplate
Starting in permissive mode,Starting in permissive mode,ThunderBird,SeenTemplate
Hash tables configured (established 262144 bind 65536),Hash tables configured (established <*> bind <*>),ThunderBird,SeenTemplate
MegaRAID Model: LD 0 RAID1 139G Rev: 516A,MegaRAID Model: LD <*> RAID1 <*> Rev: <*>,ThunderBird,SeenTemplate
initialized,initialized,ThunderBird,SeenTemplate
passed.,passed.,ThunderBird,SeenTemplate
allocating divert_blk for eth0,allocating divert_blk for <*>,ThunderBird,SeenTemplate
registered new driver hiddev,registered new driver hiddev,ThunderBird,SeenTemplate
eth0: e1000_watchdog: NIC Link is Up 1000 Mbps Full Duplex,eth0: <*>: NIC Link is Up <*> Mbps Full Duplex,ThunderBird,SeenTemplate
no floppy controllers found,no floppy controllers found,ThunderBird,SeenTemplate
RNG not detected,RNG not detected,ThunderBird,SeenTemplate
Wait for ready failed before probe !,Wait for ready failed before probe !,ThunderBird,SeenTemplate
Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,Assuming <*> system bus speed for PIO modes; override with idebus=xx,ThunderBird,SeenTemplate
Autodetecting RAID arrays.,Autodetecting RAID arrays.,ThunderBird,SeenTemplate
autorun ...,autorun ...,ThunderBird,SeenTemplate
PS/2 mouse device common for all mice,PS/<*> mouse device common for all mice,ThunderBird,SeenTemplate
rpc.statd startup succeeded,rpc.statd startup succeeded,ThunderBird,SeenTemplate
succeeded,succeeded,ThunderBird,SeenTemplate
sda1 sda2 sda3 sda4,sda1 sda2 sda3 sda4,ThunderBird,SeenTemplate
"i8042 KBD port at 0x60,0x64 irq 1","<*> KBD port at <*>,<*> irq <*>",ThunderBird,SeenTemplate
Creating Topspin /dev entries:,Creating Topspin <*> entries:,ThunderBird,SeenTemplate
"User #29#, coming from #30#, authenticated.","User #<*>#, coming from #<*>#, authenticated.",ThunderBird,SeenTemplate
Now running on #29#'s privileges.,Now running on #<*>#'s privileges.,ThunderBird,SeenTemplate
