Content,EventTemplate,Dataset,Category,Inference_time_1,Unseen_LLAMA_FT_BGL_1
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,Unseen,6.761375666,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.878700972,total of <*> ddr error(s) detected and corrected
total of 4 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.878537893,total of <*> ddr error(s) detected and corrected
ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV,ciod: generated <*> core files for program <*>,BGL,Unseen,0.804835081,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,ciod: generated <*> core files for program <*>,BGL,Unseen,0.807241678,ciod: generated <*> core files for program <*>
ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,ciod: generated <*> core files for program <*>,BGL,Unseen,0.840303898,ciod: generated <*> core files for program <*>
total of 2 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.889427423,total of <*> ddr error(s) detected and corrected
total of 12 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.870403051,total of <*> ddr error(s) detected and corrected
ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,ciod: generated <*> core files for program <*>,BGL,Unseen,0.806087494,ciod: generated <*> core files for program <*>
ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,ciod: generated <*> core files for program <*>,BGL,Unseen,0.804695129,ciod: generated <*> core files for program <*>
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.808231354,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.818390846,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.813032389,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.806134224,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.808968306,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,BGL,Unseen,0.804371119,data cache search parity error detected. attempting to correct
ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,ciod: generated <*> core files for program <*>,BGL,Unseen,0.81993413,ciod: generated <*> core files for program <*>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.872522593,total of <*> ddr error(s) detected and corrected
iar 00106210 dear 0244c1dc,iar <*> dear <*>,BGL,Unseen,0.418953419,iar <*> dear <*>
640404 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.55632925,<*> floating point alignment exceptions
640404 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.561402082,<*> floating point alignment exceptions
iar 00106210 dear 0244c1dc,iar <*> dear <*>,BGL,Unseen,0.434662104,iar <*> dear <*>
iar 00106210 dear 0244c20c,iar <*> dear <*>,BGL,Unseen,0.431630135,iar <*> dear <*>
iar 00106228 dear 0244c1ec,iar <*> dear <*>,BGL,Unseen,0.429379225,iar <*> dear <*>
iar 00106210 dear 0244c20c,iar <*> dear <*>,BGL,Unseen,0.431570292,iar <*> dear <*>
iar 00106210 dear 0244c20c,iar <*> dear <*>,BGL,Unseen,0.423722267,iar <*> dear <*>
iar 00106228 dear 0244c1ec,iar <*> dear <*>,BGL,Unseen,0.422664642,iar <*> dear <*>
iar 00106228 dear 0244c1ec,iar <*> dear <*>,BGL,Unseen,0.426748514,iar <*> dear <*>
640404 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.555166245,<*> floating point alignment exceptions
iar 00106228 dear 0244c21c,iar <*> dear <*>,BGL,Unseen,0.426507235,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.42191124,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.420823574,iar <*> dear <*>
iar 001061dc dear 0244c25c,iar <*> dear <*>,BGL,Unseen,0.425387144,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.423968554,iar <*> dear <*>
iar 00106228 dear 0244c1ec,iar <*> dear <*>,BGL,Unseen,0.422335625,iar <*> dear <*>
iar 00106210 dear 0244c20c,iar <*> dear <*>,BGL,Unseen,0.421872139,iar <*> dear <*>
iar 00106228 dear 0244c1ec,iar <*> dear <*>,BGL,Unseen,0.419895411,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.419469595,iar <*> dear <*>
iar 00105ea0 dear 0244c28c,iar <*> dear <*>,BGL,Unseen,0.419372559,iar <*> dear <*>
iar 00105e94 dear 02f5883c,iar <*> dear <*>,BGL,Unseen,0.420125008,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.420354843,iar <*> dear <*>
iar 001061dc dear 0244c28c,iar <*> dear <*>,BGL,Unseen,0.421704054,iar <*> dear <*>
640764 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.543358564,<*> floating point alignment exceptions
640404 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.546502113,<*> floating point alignment exceptions
640404 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550657272,<*> floating point alignment exceptions
iar 00106210 dear 0244c20c,iar <*> dear <*>,BGL,Unseen,0.43462801,iar <*> dear <*>
iar 00106210 dear 0244c1dc,iar <*> dear <*>,BGL,Unseen,0.431230068,iar <*> dear <*>
iar 00106228 dear 0244c21c,iar <*> dear <*>,BGL,Unseen,0.431456327,iar <*> dear <*>
iar 00106210 dear 0244c1dc,iar <*> dear <*>,BGL,Unseen,0.422584534,iar <*> dear <*>
iar 001061dc dear 0244c25c,iar <*> dear <*>,BGL,Unseen,0.423377037,iar <*> dear <*>
iar 001061dc dear 0244c22c,iar <*> dear <*>,BGL,Unseen,0.423152208,iar <*> dear <*>
iar 00106228 dear 0244c21c,iar <*> dear <*>,BGL,Unseen,0.419701099,iar <*> dear <*>
iar 001061dc dear 0244c28c,iar <*> dear <*>,BGL,Unseen,0.422268867,iar <*> dear <*>
iar 001061dc dear 0244c28c,iar <*> dear <*>,BGL,Unseen,0.418285847,iar <*> dear <*>
iar 00106210 dear 0244c23c,iar <*> dear <*>,BGL,Unseen,0.422557831,iar <*> dear <*>
iar 00106210 dear 0244c23c,iar <*> dear <*>,BGL,Unseen,0.424887896,iar <*> dear <*>
iar 00106210 dear 0244c26c,iar <*> dear <*>,BGL,Unseen,0.423899889,iar <*> dear <*>
iar 00106228 dear 0244c24c,iar <*> dear <*>,BGL,Unseen,0.422064781,iar <*> dear <*>
iar 00106228 dear 0244c27c,iar <*> dear <*>,BGL,Unseen,0.423552513,iar <*> dear <*>
iar 00106228 dear 0244c27c,iar <*> dear <*>,BGL,Unseen,0.42628336,iar <*> dear <*>
iar 00106228 dear 0244c27c,iar <*> dear <*>,BGL,Unseen,0.426542997,iar <*> dear <*>
iar 00106568 dear 02494bbc,iar <*> dear <*>,BGL,Unseen,0.429102659,iar <*> dear <*>
487476 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.54872942,<*> floating point alignment exceptions
487476 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551657438,<*> floating point alignment exceptions
iar 00106580 dear 02494bcc,iar <*> dear <*>,BGL,Unseen,0.424388409,iar <*> dear <*>
iar 00106568 dear 02494bbc,iar <*> dear <*>,BGL,Unseen,0.424069405,iar <*> dear <*>
iar 00106580 dear 02494bcc,iar <*> dear <*>,BGL,Unseen,0.421073914,iar <*> dear <*>
iar 00106534 dear 02494c0c,iar <*> dear <*>,BGL,Unseen,0.42115736,iar <*> dear <*>
iar 00106534 dear 02494c0c,iar <*> dear <*>,BGL,Unseen,0.419770956,iar <*> dear <*>
iar 00106580 dear 02494bfc,iar <*> dear <*>,BGL,Unseen,0.418539286,iar <*> dear <*>
iar 00106568 dear 02494bec,iar <*> dear <*>,BGL,Unseen,0.420681715,iar <*> dear <*>
iar 00106568 dear 02494bec,iar <*> dear <*>,BGL,Unseen,0.435026169,iar <*> dear <*>
iar 00106534 dear 02494c3c,iar <*> dear <*>,BGL,Unseen,0.428994656,iar <*> dear <*>
iar 00106580 dear 02494bfc,iar <*> dear <*>,BGL,Unseen,0.435908556,iar <*> dear <*>
iar 00106534 dear 02494c3c,iar <*> dear <*>,BGL,Unseen,0.426443577,iar <*> dear <*>
iar 00106534 dear 02494c3c,iar <*> dear <*>,BGL,Unseen,0.422360182,iar <*> dear <*>
iar 00106580 dear 02494c2c,iar <*> dear <*>,BGL,Unseen,0.419476986,iar <*> dear <*>
iar 00106580 dear 02494c2c,iar <*> dear <*>,BGL,Unseen,0.418868065,iar <*> dear <*>
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.547904491,<*> floating point alignment exceptions
iar 00106568 dear 045e140c,iar <*> dear <*>,BGL,Unseen,0.420771122,iar <*> dear <*>
iar 00106580 dear 045e141c,iar <*> dear <*>,BGL,Unseen,0.42138958,iar <*> dear <*>
iar 00106580 dear 045e141c,iar <*> dear <*>,BGL,Unseen,0.419061661,iar <*> dear <*>
iar 00106580 dear 045e141c,iar <*> dear <*>,BGL,Unseen,0.42182827,iar <*> dear <*>
iar 00106534 dear 045e145c,iar <*> dear <*>,BGL,Unseen,0.420678377,iar <*> dear <*>
iar 00106568 dear 045e147c,iar <*> dear <*>,BGL,Unseen,0.422038794,iar <*> dear <*>
iar 00106580 dear 045e148c,iar <*> dear <*>,BGL,Unseen,0.418482542,iar <*> dear <*>
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.548475742,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552688122,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550814867,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550597668,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.555155039,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551280022,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.554029465,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.554632187,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.54624033,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.563380957,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.553629875,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.555240393,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551992178,<*> floating point alignment exceptions
2354412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.553403616,<*> floating point alignment exceptions
62500 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549871683,<*> floating point alignment exceptions
62500 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.547637463,<*> floating point alignment exceptions
62500 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.546766758,<*> floating point alignment exceptions
iar 00106570 dear 0245a10c,iar <*> dear <*>,BGL,Unseen,0.426040888,iar <*> dear <*>
iar 001061fc dear 02f6676c,iar <*> dear <*>,BGL,Unseen,0.419981003,iar <*> dear <*>
iar 00106588 dear 0245a17c,iar <*> dear <*>,BGL,Unseen,0.429533958,iar <*> dear <*>
iar 0010662c dear 0245ccfc,iar <*> dear <*>,BGL,Unseen,0.428745508,iar <*> dear <*>
iar 00106bd8 dear 0245ce0c,iar <*> dear <*>,BGL,Unseen,0.422176361,iar <*> dear <*>
iar 00106834 dear 0245ccfc,iar <*> dear <*>,BGL,Unseen,0.425303221,iar <*> dear <*>
iar 00106bd8 dear 0245cd8c,iar <*> dear <*>,BGL,Unseen,0.422415972,iar <*> dear <*>
iar 0010682c dear 0245ccfc,iar <*> dear <*>,BGL,Unseen,0.426469803,iar <*> dear <*>
iar 00106b8c dear 0245ce8c,iar <*> dear <*>,BGL,Unseen,0.426484823,iar <*> dear <*>
iar 00106bc0 dear 0245cd7c,iar <*> dear <*>,BGL,Unseen,0.427638769,iar <*> dear <*>
iar 00106bd8 dear 0245cd9c,iar <*> dear <*>,BGL,Unseen,0.427650928,iar <*> dear <*>
iar 00106bd8 dear 0245ceec,iar <*> dear <*>,BGL,Unseen,0.426850557,iar <*> dear <*>
iar 0010681c dear 02f692fc,iar <*> dear <*>,BGL,Unseen,0.424494267,iar <*> dear <*>
iar 00106b8c dear 0245cf5c,iar <*> dear <*>,BGL,Unseen,0.423022747,iar <*> dear <*>
iar 00106bc0 dear 0245cdec,iar <*> dear <*>,BGL,Unseen,0.424224138,iar <*> dear <*>
iar 00106600 dear 0245ccfc,iar <*> dear <*>,BGL,Unseen,0.423065901,iar <*> dear <*>
iar 00106bd8 dear 0245cf0c,iar <*> dear <*>,BGL,Unseen,0.425307274,iar <*> dear <*>
iar 00106834 dear 0245cd0c,iar <*> dear <*>,BGL,Unseen,0.420482874,iar <*> dear <*>
iar 00106bd8 dear 0245cf3c,iar <*> dear <*>,BGL,Unseen,0.419317484,iar <*> dear <*>
iar 0010686c dear 02f6930c,iar <*> dear <*>,BGL,Unseen,0.42798996,iar <*> dear <*>
iar 0010686c dear 02f6951c,iar <*> dear <*>,BGL,Unseen,0.42589879,iar <*> dear <*>
45684 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.422910929,floating point alignment exceptions
iar 00106704 dear 0245b80c,iar <*> dear <*>,BGL,Unseen,0.422953367,iar <*> dear <*>
iar 0010639c dear 0245b71c,iar <*> dear <*>,BGL,Unseen,0.42478919,iar <*> dear <*>
iar 00106704 dear 0245b83c,iar <*> dear <*>,BGL,Unseen,0.425178051,iar <*> dear <*>
iar 00106704 dear 0245d57c,iar <*> dear <*>,BGL,Unseen,0.421893597,iar <*> dear <*>
iar 001063a0 dear 02f67e4c,iar <*> dear <*>,BGL,Unseen,0.424749136,iar <*> dear <*>
iar 001064fc dear 0245b64c,iar <*> dear <*>,BGL,Unseen,0.425798416,iar <*> dear <*>
iar 0010671c dear 0245b72c,iar <*> dear <*>,BGL,Unseen,0.421437263,iar <*> dear <*>
16604010 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.548004389,<*> floating point alignment exceptions
16469355 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.546892881,<*> floating point alignment exceptions
iar 00106390 dear 02f67cfc,iar <*> dear <*>,BGL,Unseen,0.421979666,iar <*> dear <*>
iar 00106704 dear 0245b6bc,iar <*> dear <*>,BGL,Unseen,0.419509649,iar <*> dear <*>
iar 00106168 dear 0245b64c,iar <*> dear <*>,BGL,Unseen,0.420791864,iar <*> dear <*>
iar 0010635c dear 0245b62c,iar <*> dear <*>,BGL,Unseen,0.424835205,iar <*> dear <*>
iar 00106704 dear 0245b77c,iar <*> dear <*>,BGL,Unseen,0.42395401,iar <*> dear <*>
iar 001064fc dear 0245b64c,iar <*> dear <*>,BGL,Unseen,0.426288605,iar <*> dear <*>
16736445 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.546490192,<*> floating point alignment exceptions
iar 001061cc dear 02f6667c,iar <*> dear <*>,BGL,Unseen,0.420770645,iar <*> dear <*>
iar 00105fd4 dear 0245a09c,iar <*> dear <*>,BGL,Unseen,0.420962811,iar <*> dear <*>
iar 00105fd4 dear 0245a09c,iar <*> dear <*>,BGL,Unseen,0.420464516,iar <*> dear <*>
iar 001061e4 dear 0245a09c,iar <*> dear <*>,BGL,Unseen,0.423896074,iar <*> dear <*>
iar 001061ec dear 02f6668c,iar <*> dear <*>,BGL,Unseen,0.42067194,iar <*> dear <*>
iar 001061ec dear 02f6668c,iar <*> dear <*>,BGL,Unseen,0.428992271,iar <*> dear <*>
74350836 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.559580803,<*> floating point alignment exceptions
iar 0010650c dear 0246a95c,iar <*> dear <*>,BGL,Unseen,0.431245327,iar <*> dear <*>
iar 00106988 dear 02f7bd6c,iar <*> dear <*>,BGL,Unseen,0.423225164,iar <*> dear <*>
iar 00106cf8 dear 0246f9fc,iar <*> dear <*>,BGL,Unseen,0.423649311,iar <*> dear <*>
54004554 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.553149462,<*> floating point alignment exceptions
iar 001069a8 dear 02f7bd7c,iar <*> dear <*>,BGL,Unseen,0.42060256,iar <*> dear <*>
iar 001066ac dear 0252524c,iar <*> dear <*>,BGL,Unseen,0.423493147,iar <*> dear <*>
iar 001066c4 dear 0252528c,iar <*> dear <*>,BGL,Unseen,0.421310902,iar <*> dear <*>
iar 001066c4 dear 025251fc,iar <*> dear <*>,BGL,Unseen,0.423332453,iar <*> dear <*>
iar 00106678 dear 0252523c,iar <*> dear <*>,BGL,Unseen,0.425316095,iar <*> dear <*>
iar 001007b8 dear 065b4c7c,iar <*> dear <*>,BGL,Unseen,0.424365997,iar <*> dear <*>
iar 001007a8 dear 065b4cac,iar <*> dear <*>,BGL,Unseen,0.425604105,iar <*> dear <*>
ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.815935135,ciod: generated <*> core files for program <*>
iar 001066ac dear 0252523c,iar <*> dear <*>,BGL,Unseen,0.421094894,iar <*> dear <*>
iar 001066c4 dear 0252527c,iar <*> dear <*>,BGL,Unseen,0.422811508,iar <*> dear <*>
iar 001066c4 dear 0252523c,iar <*> dear <*>,BGL,Unseen,0.423079014,iar <*> dear <*>
iar 001066ac dear 025252bc,iar <*> dear <*>,BGL,Unseen,0.418321609,iar <*> dear <*>
iar 001066c4 dear 0252529c,iar <*> dear <*>,BGL,Unseen,0.421133518,iar <*> dear <*>
2667384 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.545705318,<*> floating point alignment exceptions
iar 00106570 dear 0245a5bc,iar <*> dear <*>,BGL,Unseen,0.425330877,iar <*> dear <*>
iar 00106570 dear 0245a5ec,iar <*> dear <*>,BGL,Unseen,0.424221516,iar <*> dear <*>
iar 0010653c dear 0245a63c,iar <*> dear <*>,BGL,Unseen,0.420739174,iar <*> dear <*>
407736 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552006721,<*> floating point alignment exceptions
428412 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.563561916,<*> floating point alignment exceptions
441348 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.566454649,<*> floating point alignment exceptions
iar 001061d4 dear 024696cc,iar <*> dear <*>,BGL,Unseen,0.429544926,iar <*> dear <*>
iar 00106348 dear 024696bc,iar <*> dear <*>,BGL,Unseen,0.433353424,iar <*> dear <*>
iar 00106204 dear 02f75edc,iar <*> dear <*>,BGL,Unseen,0.421307087,iar <*> dear <*>
iar 00105e88 dear 02f6436c,iar <*> dear <*>,BGL,Unseen,0.420422554,iar <*> dear <*>
iar 00105e84 dear 0244f29c,iar <*> dear <*>,BGL,Unseen,0.419104576,iar <*> dear <*>
ciod: generated 128 core files for program /g/g24/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.809841633,ciod: generated <*> core files for program <*>
iar 001061e8 dear 0247012c,iar <*> dear <*>,BGL,Unseen,0.42236352,iar <*> dear <*>
iar 001061e8 dear 0247015c,iar <*> dear <*>,BGL,Unseen,0.41929698,iar <*> dear <*>
iar 00106200 dear 0247016c,iar <*> dear <*>,BGL,Unseen,0.422013521,iar <*> dear <*>
iar 001061b4 dear 024701dc,iar <*> dear <*>,BGL,Unseen,0.421343088,iar <*> dear <*>
iar 001061e8 dear 0247015c,iar <*> dear <*>,BGL,Unseen,0.418423653,iar <*> dear <*>
iar 00106200 dear 0247019c,iar <*> dear <*>,BGL,Unseen,0.423450232,iar <*> dear <*>
iar 00105e84 dear 024701dc,iar <*> dear <*>,BGL,Unseen,0.423564434,iar <*> dear <*>
iar 00106200 dear 0247019c,iar <*> dear <*>,BGL,Unseen,0.422636747,iar <*> dear <*>
iar 001061e8 dear 0247015c,iar <*> dear <*>,BGL,Unseen,0.417916059,iar <*> dear <*>
iar 001061e8 dear 0247018c,iar <*> dear <*>,BGL,Unseen,0.419942379,iar <*> dear <*>
iar 001061e8 dear 0247015c,iar <*> dear <*>,BGL,Unseen,0.418893337,iar <*> dear <*>
iar 001061e8 dear 0247012c,iar <*> dear <*>,BGL,Unseen,0.418881416,iar <*> dear <*>
iar 001061b4 dear 0247017c,iar <*> dear <*>,BGL,Unseen,0.420984745,iar <*> dear <*>
iar 001061b4 dear 024701ac,iar <*> dear <*>,BGL,Unseen,0.422407389,iar <*> dear <*>
iar 001061b4 dear 0247017c,iar <*> dear <*>,BGL,Unseen,0.424409151,iar <*> dear <*>
iar 00106200 dear 0247019c,iar <*> dear <*>,BGL,Unseen,0.420337677,iar <*> dear <*>
iar 001061e8 dear 0247015c,iar <*> dear <*>,BGL,Unseen,0.418921947,iar <*> dear <*>
iar 001061b4 dear 0247017c,iar <*> dear <*>,BGL,Unseen,0.422477245,iar <*> dear <*>
19220208 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.566800594,<*> floating point alignment exceptions
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,0.697072983,program interrupt: privileged instruction...<*>
iar 00106ba0 dear 0246de3c,iar <*> dear <*>,BGL,Unseen,0.433116198,iar <*> dear <*>
iar 00106b98 dear 0246dd9c,iar <*> dear <*>,BGL,Unseen,0.427019358,iar <*> dear <*>
iar 00106c0c dear 0246de1c,iar <*> dear <*>,BGL,Unseen,0.423487902,iar <*> dear <*>
5302707 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550301075,<*> floating point alignment exceptions
iar 00106448 dear 0246dbbc,iar <*> dear <*>,BGL,Unseen,0.421540737,iar <*> dear <*>
iar 00106448 dear 0246db5c,iar <*> dear <*>,BGL,Unseen,0.425482273,iar <*> dear <*>
iar 00106448 dear 0246dbec,iar <*> dear <*>,BGL,Unseen,0.428203106,iar <*> dear <*>
iar 00106288 dear 02f7a0fc,iar <*> dear <*>,BGL,Unseen,0.424956083,iar <*> dear <*>
iar 00113890 dear 0fee9c3c,iar <*> dear <*>,BGL,Unseen,0.426663399,iar <*> dear <*>
iar 00113898 dear 0fee9c4c,iar <*> dear <*>,BGL,Unseen,0.421272039,iar <*> dear <*>
iar 00113898 dear 0fee9c4c,iar <*> dear <*>,BGL,Unseen,0.426049948,iar <*> dear <*>
iar 00106274 dear 0246da8c,iar <*> dear <*>,BGL,Unseen,0.423367739,iar <*> dear <*>
iar 00106448 dear 0246dacc,iar <*> dear <*>,BGL,Unseen,0.426154852,iar <*> dear <*>
iar 00106298 dear 02f7a18c,iar <*> dear <*>,BGL,Unseen,0.42688179,iar <*> dear <*>
488205 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.556097031,<*> floating point alignment exceptions
ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp,ciod: generated <*> core files for program <*>,BGL,Unseen,0.809306383,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.rel2,ciod: generated <*> core files for program <*>,BGL,Unseen,0.80756259,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,ciod: generated <*> core files for program <*>,BGL,Unseen,0.801263094,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,ciod: generated <*> core files for program <*>,BGL,Unseen,0.810963392,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,ciod: generated <*> core files for program <*>,BGL,Unseen,0.835348606,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,ciod: generated <*> core files for program <*>,BGL,Unseen,0.832936049,ciod: generated <*> core files for program <*>
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",BGL,Unseen,1.325200796,"ciod: Error reading message prefix on CioStream socket to <*>, Connection timed out"
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",BGL,Unseen,1.326217651,"ciod: Error reading message prefix on CioStream socket to <*>, Connection timed out"
"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",BGL,Unseen,2.021975994,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
"10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",BGL,Unseen,2.028649807,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
